,qid,block,questionText,questionName,carryForward,choices,recode,description,text,subQuestion,questionType,questionSelector,questionSubSelector,validationForce,validationRequest,validationType,validationSettings,Easy.variable.name,Easy.variable.nameTEMP
73,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,15,15,Barbados,Barbados,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
74,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,16,16,Belarus,Belarus,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
75,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,17,17,Belgium,Belgium,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
76,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,18,18,Belize,Belize,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
77,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,19,19,Benin,Benin,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
78,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,20,20,Bhutan,Bhutan,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
79,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,21,21,Bolivia,Bolivia,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
80,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,22,22,Bosnia and Herzegovina,Bosnia and Herzegovina,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
81,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,23,23,Botswana,Botswana,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
82,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,24,24,Brazil,Brazil,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
83,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,25,25,Brunei Darussalam,Brunei Darussalam,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
84,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,26,26,Bulgaria,Bulgaria,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
85,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,27,27,Burkina Faso,Burkina Faso,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
86,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,28,28,Burundi,Burundi,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
87,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,29,29,Cambodia,Cambodia,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
88,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,30,30,Cameroon,Cameroon,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
89,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,31,31,Canada,Canada,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
90,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,32,32,Cape Verde,Cape Verde,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
91,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,33,33,Central African Republic,Central African Republic,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
92,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,34,34,Chad,Chad,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
93,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,197,196,Channel Islands,Channel Islands,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
94,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,35,35,Chile,Chile,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
95,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,36,36,China,China,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
96,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,37,37,Colombia,Colombia,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
97,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,38,38,Comoros,Comoros,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
98,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,39,39,"Congo, Republic of the...","Congo, Republic of the...",no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
99,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,40,40,Costa Rica,Costa Rica,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
100,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,41,41,Côte d'Ivoire,Côte d'Ivoire,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
101,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,42,42,Croatia,Croatia,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
102,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,43,43,Cuba,Cuba,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
103,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,44,44,Cyprus,Cyprus,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
104,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,45,45,Czech Republic,Czech Republic,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
105,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,46,46,Democratic People's Republic of Korea,Democratic People's Republic of Korea,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
106,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,47,47,Democratic Republic of the Congo,Democratic Republic of the Congo,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
107,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,48,48,Denmark,Denmark,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
108,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,49,49,Djibouti,Djibouti,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
109,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,50,50,Dominica,Dominica,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
110,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,51,51,Dominican Republic,Dominican Republic,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
111,QID1652,COPING_Demographics,In which country do you currently reside?,DEM.COO.1.0,nan,52,52,Ecuador,Ecuador,no,Multiple choice,DL,None,False,nan,nan,nan,In which country do you currently reside,Demographics.country_reside
